days;spei
1994-07-16;0.79615
1994-08-16;-0.25637
1994-09-16;-0.91894
1994-10-16;1.4962
1994-11-16;-0.91876
1994-12-16;0.21355
1995-01-16;1.682
1995-02-15;-0.41277
1995-03-16;-0.18069
1995-04-16;-0.50306
1995-05-16;-0.475
1995-06-16;1.8149
1995-07-16;-0.27913
1995-08-16;0.37186
1995-09-16;0.10435
1995-10-16;1.0174
1995-11-16;-0.85557
1995-12-16;-1.4427
1996-01-16;-2.8886
1996-02-15;-2.3239
1996-03-16;-1.2857
1996-04-16;-0.066354
1996-05-16;1.7794
1996-06-16;1.6329
1996-07-16;-1.5017
1996-08-16;0.44371
1996-09-16;0.43401
1996-10-16;-0.033441
1996-11-16;-1.0572
1996-12-16;0.42606
1997-01-16;0.78807
1997-02-15;-1.4624
1997-03-16;0.69088
1997-04-16;0.21337
1997-05-16;-1.4876
1997-06-16;0.17689
1997-07-16;-1.6713
1997-08-16;1.0683
1997-09-16;-1.1255
1997-10-16;0.14642
1997-11-16;1.016
1997-12-16;1.8665
1998-01-16;-2.0932
1998-02-15;-1.3995
1998-03-16;-2.3135
1998-04-16;-0.71176
1998-05-16;2.0965
1998-06-16;-0.91318
1998-07-16;0.96552
1998-08-16;1.1164
1998-09-16;0.85924
1998-10-16;0.19678
1998-11-16;0.2902
1998-12-16;0.13502
1999-01-16;-1.0688
1999-02-15;-1.2063
1999-03-16;-1.3613
1999-04-16;-0.59762
1999-05-16;1.7058
1999-06-16;-0.10833
1999-07-16;-0.45907
1999-08-16;-1.4803
1999-09-16;-1.0214
1999-10-16;0.72992
1999-11-16;-0.70591
1999-12-16;-0.065564
2000-01-16;-2.0932
2000-02-15;1.5291
2000-03-16;-1.4644
2000-04-16;0.084257
2000-05-16;0.85808
2000-06-16;-0.21162
2000-07-16;-0.53089
2000-08-16;0.58431
2000-09-16;0.22292
2000-10-16;0.15693
2000-11-16;-0.96445
2000-12-16;-0.12779
2001-01-16;0.34226
2001-02-15;-1.4311
2001-03-16;-0.61674
2001-04-16;0.027935
2001-05-16;-1.3475
2001-06-16;-1.7493
2001-07-16;-0.37137
2001-08-16;-0.74907
2001-09-16;-0.54848
2001-10-16;-0.41638
2001-11-16;-0.21759
2001-12-16;-0.31155
2002-01-16;0.21573
2002-02-15;-0.34137
2002-03-16;-0.7026
2002-04-16;-1.8014
2002-05-16;2.0854
2002-06-16;0.37995
2002-07-16;-2.1333
2002-08-16;-0.35613
2002-09-16;-1.7965
2002-10-16;0.49657
2002-11-16;-0.96445
2002-12-16;-0.53572
2003-01-16;-1.0688
2003-02-15;-1.4311
2003-03-16;-0.25541
2003-04-16;0.55385
2003-05-16;-2.0074
2003-06-16;1.2436
2003-07-16;-1.4118
2003-08-16;-0.91662
2003-09-16;-1.2974
2003-10-16;0.14432
2003-11-16;-0.95528
2003-12-16;-2.5827
2004-01-16;-0.83555
2004-02-15;-1.4311
2004-03-16;-2.2141
2004-04-16;-0.51479
2004-05-16;1.1271
2004-06-16;-0.59516
2004-07-16;0.54356
2004-08-16;-0.45727
2004-09-16;-0.27898
2004-10-16;-0.72719
2004-11-16;-0.053987
2004-12-16;-2.8759
2005-01-16;0.34226
2005-02-15;-0.26993
2005-03-16;-0.3713
2005-04-16;1.4955
2005-05-16;-0.98213
2005-06-16;1.9422
2005-07-16;0.070944
2005-08-16;0.4271
2005-09-16;1.9837
2005-10-16;0.2552
2005-11-16;-0.45907
2005-12-16;-0.42031
2006-01-16;-1.0307
2006-02-15;-1.4624
2006-03-16;2.3728
2006-04-16;-0.96411
2006-05-16;0.9444
2006-06-16;0.48759
2006-07-16;-0.9739
2006-08-16;-0.19167
2006-09-16;0.41645
2006-10-16;0.34003
2006-11-16;0.066507
2006-12-16;-1.4427
2007-01-16;-1.0688
2007-02-15;-0.41277
2007-03-16;-0.68094
2007-04-16;1.144
2007-05-16;-0.50394
2007-06-16;1.2436
2007-07-16;0.65925
2007-08-16;1.0557
2007-09-16;1.9837
2007-10-16;-0.68814
2007-11-16;0.73673
2007-12-16;0.16166
2008-01-16;-1.0688
2008-02-15;2.2305
2008-03-16;1.7703
2008-04-16;1.2074
2008-05-16;-1.3719
2008-06-16;-0.25951
2008-07-16;0.6098
2008-08-16;1.3177
2008-09-16;0.92547
2008-10-16;-0.51333
2008-11-16;-0.2973
2008-12-16;0.037928
2009-01-16;-2.0932
2009-02-15;-1.4624
2009-03-16;-0.19918
2009-04-16;-0.30178
2009-05-16;-0.22413
2009-06-16;1.7393
2009-07-16;-0.91769
2009-08-16;-0.74907
2009-09-16;1.5337
2009-10-16;0.85607
2009-11-16;1.4164
2009-12-16;0.052178
2010-01-16;-0.91455
2010-02-15;-2.3503
2010-03-16;-1.2359
2010-04-16;0.79321
2010-05-16;-1.2293
2010-06-16;1.7682
2010-07-16;-0.48378
2010-08-16;0.096282
2010-09-16;1.5985
2010-10-16;0.71076
2010-11-16;1.6361
2010-12-16;0.18783
2011-01-16;-1.0688
2011-02-15;0.39316
2011-03-16;-1.4384
2011-04-16;1.6243
2011-05-16;-0.32616
2011-06-16;-0.88752
2011-07-16;-0.059636
2011-08-16;1.0987
2011-09-16;0.75184
2011-10-16;0.06838
2011-11-16;-0.53676
2011-12-16;-1.2104
2012-01-16;-1.0688
2012-02-15;-1.4311
2012-03-16;-0.72438
2012-04-16;0.4456
2012-05-16;-0.74313
2012-06-16;-2.4859
2012-07-16;-1.0447
2012-08-16;0.11464
2012-09-16;-0.38005
2012-10-16;-1.0432
2012-11-16;0.29324
2012-12-16;-1.4427
2013-01-16;-2.0932
2013-02-15;0.014377
2013-03-16;-0.47136
2013-04-16;-0.76649
2013-05-16;-0.12733
2013-06-16;1.7073
2013-07-16;0.23201
2013-08-16;-0.9707
2013-09-16;1.3372
2013-10-16;-0.56987
2013-11-16;-0.12912
2013-12-16;-2.795
2014-01-16;-1.0688
2014-02-15;0.68483
2014-03-16;0.56633
2014-04-16;-0.47382
2014-05-16;-0.088636
2014-06-16;-0.51693
2014-07-16;0.45979
2014-08-16;0.27334
2014-09-16;0.24815
2014-10-16;1.689
2014-11-16;0.099861
2014-12-16;0.8789
2015-01-16;0.70961
2015-02-15;-1.4624
2015-03-16;1.7755
2015-04-16;0.95512
2015-05-16;0.13814
2015-06-16;-0.47651
2015-07-16;-1.2795
2015-08-16;-1.1725
2015-09-16;-0.74419
2015-10-16;-1.1643
2015-11-16;1.0644
2015-12-16;-2.4028
2016-01-16;-0.83555
2016-02-15;-1.4624
2016-03-16;0.014466
2016-04-16;-1.1596
2016-05-16;-0.40167
2016-06-16;0.47282
2016-07-16;1.1578
2016-08-16;-0.48347
2016-09-16;-0.69967
2016-10-16;-1.0897
2016-11-16;-0.86005
2016-12-16;-0.035311
2017-01-16;-1.0688
2017-02-15;-1.4624
2017-03-16;0.31697
2017-04-16;-1.3522
2017-05-16;-0.18454
2017-06-16;-1.8015
2017-07-16;-1.0766
2017-08-16;0.60665
2017-09-16;1.6626
2017-10-16;1.028
2017-11-16;-0.95528
2017-12-16;-1.3232
2018-01-16;-1.0688
2018-02-15;-0.37708
2018-03-16;0.76126
2018-04-16;0.24236
2018-05-16;0.88864
2018-06-16;-0.49203
2018-07-16;-0.18031
2018-08-16;-0.39354
2018-09-16;-0.72936
2018-10-16;-1.1927
2018-11-16;-1.0013
2018-12-16;0.43695
